Wilayah,Narsum,Kategori_Responden,Pertanyaan,Tanggapan
Asmat,RJF,KII,Apa jenis kegiatan Pembinaan perdamaian yang dapat kami kontribusikan?,"Jangka Pendek (Darurat): Posko ramah anak, konseling sederhana, pengamanan sekolah, bantuan gizi darurat."
Asmat,RJF,KII,Apa jenis kegiatan Pembinaan perdamaian yang dapat kami kontribusikan?,"Jangka Menengah: Program sekolah aman, pelatihan guru soal trauma, kegiatan remaja produktif, forum orang tua."
Asmat,RJF,KII,Apa jenis kegiatan Pembinaan perdamaian yang dapat kami kontribusikan?,"Jangka Panjang: Unit perlindungan anak daerah, beasiswa berkelanjutan, pusat kegiatan pemuda, kurikulum damai berbasis lokal."
Asmat,RJF,KII,Apa jenis kegiatan Pembinaan perdamaian yang dapat kami kontribusikan?,"Rekomendasi Operasional: Stakeholder Engagement Map per distrik (adat–agama–pemda–aparat), Security Brief mingguan berbasis info lokal & media sosial, Community Acceptance Strategy: tokoh adat sebagai co-host kegiatan, Contingency Plan: alih metode ke daring/radio komunitas bila perlu, Wellbeing Staf: rotasi tugas, debrief psikososial pasca-insiden, Forum pemuda kampung (aspirasi & kegiatan positif)."
Asmat,WBW,KII,Apa saja kebutuhan utama saat ini dan yang akan datang?,Pemetaan wilayah adat partisipatif.
Asmat,WBW,KII,Apa saja kebutuhan utama saat ini dan yang akan datang?,Pengakuan legal hak ulayat sebelum proyek dilanjutkan.
Asmat,WBW,KII,Apa saja kebutuhan utama saat ini dan yang akan datang?,Perlindungan ketahanan pangan lokal.
Asmat,WBW,KII,Apa saja kebutuhan utama saat ini dan yang akan datang?,Bantuan pangan darurat dan transisi ekonomi.
Asmat,WBW,KII,Apa saja kebutuhan utama saat ini dan yang akan datang?,Pendampingan pemilik lahan untuk menjaga hak ulayat jangka panjang.
Asmat,WBW,KII,Apa saja kebutuhan utama saat ini dan yang akan datang?,"Dialog inklusif antara pemerintah, korporasi, dan MRP Selatan."
Asmat,WBW,KII,Apa saja kebutuhan utama saat ini dan yang akan datang?,Review status hutan lindung.
Asmat,WBW,KII,Apa saja kebutuhan utama saat ini dan yang akan datang?,"Penyerapan anggaran otsus agar benar-benar bermanfaat bagi masyarakat lokal, bukan hanya infrastruktur korporasi."
Asmat,WBW,KII,"Apa saja ketegangan yang ada di negara ini? Setelah Negara, turun ke level provinsi, kabupaten.",Level Provinsi (Papua Selatan):
Asmat,WBW,KII,"Apa saja ketegangan yang ada di negara ini? Setelah Negara, turun ke level provinsi, kabupaten.",Transisi pemerintahan definitif Provinsi Papua Selatan 2025–2026 berpotensi memicu persaingan antar-suku (Malind vs Mappi/Asmat) dalam birokrasi. Risiko perpecahan muncul bila distribusi kekuasaan dianggap tidak adil.
Asmat,WBW,KII,"Apa saja ketegangan yang ada di negara ini? Setelah Negara, turun ke level provinsi, kabupaten.","Level Kabupaten (Merauke, Khususnya Wilayah Proyek Strategis Nasional):"
Asmat,WBW,KII,"Apa saja ketegangan yang ada di negara ini? Setelah Negara, turun ke level provinsi, kabupaten.","Krisis ruang hidup dan konflik kepemilikan tanah (contoh: Distrik Waanan, Ilwayab)."
Asmat,WBW,KII,"Apa saja ketegangan yang ada di negara ini? Setelah Negara, turun ke level provinsi, kabupaten.",Bentrokan fisik akibat penolakan penggusuran lahan.
Asmat,WBW,KII,"Apa saja ketegangan yang ada di negara ini? Setelah Negara, turun ke level provinsi, kabupaten.",Kesenjangan sosial: kekhawatiran marginalisasi OAP oleh tenaga kerja pendatang.
Asmat,WBW,KII,Bagaimana ketegangan-ketegangan tersebut muncul?,Pemicu Peristiwa: Pengerahan alat berat tanpa AMDAL transparan dan persetujuan adat.
Asmat,WBW,KII,Bagaimana ketegangan-ketegangan tersebut muncul?,"Akar Masalah: Paradigma ""Tanah Kosong"" vs. nilai sakral lahan adat serta lemahnya posisi tawar masyarakat adat."
Asmat,WBW,KII,Bagaimana ketegangan-ketegangan tersebut muncul?,"Peristiwa Penting Dua Tahun Terakhir: Sidang MPL PGI Februari 2026 menolak PSN pangan dan militerisme. Deforestasi masif menghancurkan sumber pangan alami masyarakat adat (Malind, Yeinan, dll)."
Asmat,WBW,KII,Menurut anda mengapa ketegangan ini terjadi?,"Papua Selatan, khususnya Merauke, sedang bertransformasi dari zona administratif baru menjadi pusat Proyek Strategis Nasional (PSN). Transformasi ini membuka peluang ekonomi namun juga memicu konflik kepemilikan lahan, identitas, dan ekologi. Papua Selatan menghadapi ketegangan multidimensi antara ambisi ketahanan pangan nasional dan kedaulatan hak ulayat."
Asmat,WBW,KII,Bagaimana ketegangan tersebut berubah dalam beberapa bulan terakhir?,"Isu bergeser dari sengketa lahan menjadi ekosida. Perlawanan melibatkan institusi keagamaan dan solidaritas nasional. Di sisi lain, terjadi peningkatan kehadiran aparat militer, termasuk batalion baru untuk pengamanan food estate dan tebu. Persepsi masyarakat adat: keterlibatan militer dianggap sebagai tekanan. Laju alat berat lebih cepat daripada proses dialog."
Asmat,WBW,KII,Siapa saja kelompok rentan.berisiko tinggi ?,"Masyarakat adat (Malind, Yeinan, dll)."
Asmat,WBW,KII,Siapa saja kelompok rentan.berisiko tinggi ?,Perempuan asli Papua (Mama-mama).
Asmat,WBW,KII,Siapa saja kelompok rentan.berisiko tinggi ?,Anak-anak dan remaja.
Asmat,WBW,KII,"Bagaimana peningkatan ketegangan akan mempengaruhi kelompok-kelompok tersebut, terutama anak-anak dan remaja?",Malnutrisi dan stunting.
Asmat,WBW,KII,"Bagaimana peningkatan ketegangan akan mempengaruhi kelompok-kelompok tersebut, terutama anak-anak dan remaja?",Trauma psikologis dan normalisasi kekerasan.
Asmat,WBW,KII,"Bagaimana peningkatan ketegangan akan mempengaruhi kelompok-kelompok tersebut, terutama anak-anak dan remaja?",Disrupsi pendidikan dan layanan dasar.
Asmat,WBW,KII,"Bagaimana peningkatan ketegangan akan mempengaruhi kelompok-kelompok tersebut, terutama anak-anak dan remaja?",Erosi identitas dan keputusasaan sosial.
Asmat,WBW,KII,Apa yang menyatukan atau memecah belah masyarakat di negara ini? Apa yang menyatukan atau memecah belah masyarakat di wilayah ini?,"Faktor Pemersatu Wilayah: Falsafah adat ""Izakod Kai Izakod Kai"". Identitas provinsi baru Papua Selatan. Peran institusi keagamaan sebagai mediator. Interaksi ekonomi di pasar tradisional."
Asmat,WBW,KII,Apa yang menyatukan atau memecah belah masyarakat di negara ini? Apa yang menyatukan atau memecah belah masyarakat di wilayah ini?,Faktor Pemecah Belah Wilayah (Pemicu Perpecahan): Pengikisan ruang hidup akibat PSN.  Perbedaan persepsi nilai tanah (ekonomis vs sakral).  Dominasi tenaga kerja pendatang.  Kontras fasilitas proyek vs kemiskinan lokal.  Pengamanan ketat dianggap intimidatif.  Risiko distribusi kekuasaan antar-suku. 
Asmat,WBW,KII,"Di daerah-daerah yang mengalami ketegangan yang meningkat, apa saja contoh kelompok dan/atau kegiatan yang bertujuan untuk mengurangi ketegangan dan mempromosikan perdamaian??","Kelompok / Lembaga: Institusi Keagamaan (Gereja & Lintas Agama): Mediator terpercaya, SKP Keuskupan Agung Merauke aktif dalam pendampingan hukum berbasis HAM.  MRP Papua Selatan: Lembaga representatif OAP, melakukan RDP untuk konsolidasi suara marga dan mencegah konflik horizontal.  Komunitas Kreatif Remaja: Festival budaya dan seni sebagai ruang aman, mencegah keterlibatan remaja dalam kekerasan atau perilaku destruktif.  "
Asmat,WBW,KII,"Di daerah-daerah yang mengalami ketegangan yang meningkat, apa saja contoh kelompok dan/atau kegiatan yang bertujuan untuk mengurangi ketegangan dan mempromosikan perdamaian??","Kegiatan / Strategi: Dialog darurat “Para-Para Adat” di balai desa/gereja.  Komite Damai (tokoh adat, pemuda, perempuan) untuk verifikasi informasi anti-hoaks.  Gugus Tugas Mediasi Independen (akademisi, tokoh agama, Komnas HAM).  Program “Pemuda Penggerak Damai” melalui seni/olahraga lintas latar belakang.  Penyembuhan trauma berbasis budaya (ritual perdamaian suku Malind).  Literasi hukum bagi masyarakat adat.  "
Asmat,WBW,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka??,"Institusi Keagamaan (Gereja & Lintas Agama) / SKP Keuskupan Agung Merauke: Peran & Lokasi: Mediator terpercaya di Merauke/Papua Selatan.  Tujuan & Kemampuan: Melakukan pendampingan hukum berbasis HAM , menjadi mediator , melibatkan diri dalam solidaritas nasional. "
Asmat,WBW,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka??,MRP Papua Selatan: Peran & Lokasi: Lembaga representatif OAP di tingkat Provinsi Papua Selatan.  Tujuan & Kemampuan: Melakukan RDP (Rapat Dengar Pendapat) untuk konsolidasi suara marga dan mencegah konflik horizontal.  
Asmat,WBW,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka??,"Aparat Militer / Batalion Baru: Peran & Lokasi: Ditempatkan untuk pengamanan food estate dan tebu.  Kemampuan & Dampak: Pengerahan kekuatan fisik/alat berat , menimbulkan pengamanan ketat yang dianggap intimidatif dan dipersepsikan sebagai tekanan oleh masyarakat adat. "
Asmat,WBW,KII,Kelompok mana yang paling berpengaruh dan di mana mereka berada?? Apa tujuan dan kemampuan yang mereka miliki? Bagaimana hubungan di antara mereka? Bagaimana Anda/bagaimana Anda melihat mereka??,"Korporasi / Pengelola Proyek Strategis Nasional (PSN): Peran & Lokasi: Pusat aktivitas ekonomi/pembukaan lahan di wilayah food estate dan tebu (seperti Distrik Waanan, Ilwayab).  Kemampuan & Dampak: Memiliki infrastruktur korporasi , melakukan deforestasi masif dan pembukaan lahan gambut/rawa , mendatangkan tenaga kerja pendatang.  "
Asmat,WBW,KII,Hubungan Di Antara Mereka & Cara Pandang:,Hubungan antara Korporasi/Aparat dengan Masyarakat Adat mengalami ketegangan tinggi akibat bentrokan fisik penolakan penggusuran lahan. Hubungan antar-suku (Malind vs Mappi/Asmat) dalam birokrasi berpotensi memicu persaingan. Kehadiran pihak luar (LSM/Donor) harus mendukung aspirasi lokal (MRP/Gereja). Kelompok kritis yang menyuarakan hak atas ruang hidup mendapatkan hambatan berupa stigmatisasi dicap “anti-pembangunan”
Asmat,WBW,KII,Skenario masa depan (kemungkinan terjadi dengan dampak yang besar). Apa yang Anda perkirakan akan terjadi dalam 6 bulan ke depan terkait dengan:,Situasi keamanan? Ancaman utama: bentrokan fisik akibat penolakan penggusuran lahan. Pengamanan ketat dianggap intimidatif.
Asmat,WBW,KII,Skenario masa depan (kemungkinan terjadi dengan dampak yang besar). Apa yang Anda perkirakan akan terjadi dalam 6 bulan ke depan terkait dengan:,Situasi politik? Transisi kepemimpinan gubernur definitif. Transisi pemerintahan definitif Provinsi Papua Selatan 2025–2026 berpotensi memicu persaingan antar-suku (Malind vs Mappi/Asmat) dalam birokrasi.
Asmat,WBW,KII,Skenario masa depan (kemungkinan terjadi dengan dampak yang besar). Apa yang Anda perkirakan akan terjadi dalam 6 bulan ke depan terkait dengan:,"Situasi ekonomi? Keterlibatan OAP bukan hanya sebagai buruh kasar. Kontras fasilitas proyek vs kemiskinan lokal. Penyerapan anggaran otsus agar benar-benar bermanfaat bagi masyarakat lokal, bukan hanya infrastruktur korporasi."
Asmat,WBW,KII,Skenario masa depan (kemungkinan terjadi dengan dampak yang besar). Apa yang Anda perkirakan akan terjadi dalam 6 bulan ke depan terkait dengan:,"Situasi sosial? Dampak ekologis: kekeringan, banjir akibat pembukaan lahan gambut dan rawa. Malnutrisi, stunting, trauma psikologis, normalisasi kekerasan, disrupsi pendidikan, erosi identitas dan keputusasaan sosial."
Asmat,WBW,KII,Apa konsekuensi/dampak konteks ini bagi operasional LSM?,Mobilitas dan Pelaksanaan Program: Menghadapi keterbatasan sumber daya karena dana pendampingan hukum/psikososial minim. Operasional harus berkejaran dengan kecepatan proyek karena laju alat berat lebih cepat daripada proses dialog.
Asmat,WBW,KII,Apa konsekuensi/dampak konteks ini bagi operasional LSM?,Tantangan Advokasi: Adanya hambatan berupa stigmatisasi di mana kelompok kritis dicap “anti-pembangunan”. Krisis ruang hidup menuntut LSM melakukan pendampingan pemilik lahan untuk menjaga hak ulayat jangka panjang.
Asmat,WBW,KII,Apa konsekuensinya terhadap Kegiatan respon bencana konflik/kegiatan pemberdayaan/kegiatan yang sifatnya membangun perdamaian,Diperlukan audit sosial transparan dengan moratorium operasional bila perlu. Penyelenggaraan proyek ekonomi tidak berkelanjutan tanpa persetujuan masyarakat adat. Perlunya mitigasi potensi konflik horizontal lewat literasi hukum dan komite damai.
Asmat,WBW,KII,Pesan publik dan swasta eksternal seperti apa yang perlu kami sampaikan,Publik Luas: Gunakan narasi “Hak Atas Ruang Hidup” bukan “Separatisme”. Ingatkan filosofi persaudaraan universal Izakod Kai Izakod Kai. Hindari visualisasi provokatif tanpa konteks.
Asmat,WBW,KII,Pesan publik dan swasta eksternal seperti apa yang perlu kami sampaikan,"Donor, Institusi Internasional, Pemerintah: Proyek ekonomi tidak berkelanjutan tanpa persetujuan masyarakat adat. Pengamanan harus dialogis melalui tokoh agama/adat, bukan militeristik. Audit independen dampak ekologis diperlukan."
Asmat,WBW,KII,Pesan publik dan swasta eksternal seperti apa yang perlu kami sampaikan,"Masyarakat Lokal: Kehadiran pihak luar harus mendukung aspirasi lokal (MRP/Gereja). Fokus pada pendidikan, kesehatan, dan identitas alam bagi generasi muda"
Asmat,WBW,KII,Apa jenis kegiatan Pembinaan perdamaian yang dapat kami kontribusikan?,"SOP Kemanusiaan: senjata api sebagai opsi terakhir, zona aman di sekolah/puskesmas."
Asmat,WBW,KII,Apa jenis kegiatan Pembinaan perdamaian yang dapat kami kontribusikan?,Dukungan psikososial di sekolah untuk anak-anak.
Asmat,WBW,KII,Apa jenis kegiatan Pembinaan perdamaian yang dapat kami kontribusikan?,Dialog darurat “Para-Para Adat” di balai desa/gereja.
Asmat,WBW,KII,Apa jenis kegiatan Pembinaan perdamaian yang dapat kami kontribusikan?,Program “Pemuda Penggerak Damai” melalui seni/olahraga lintas latar belakang.
Asmat,WBW,KII,Apa jenis kegiatan Pembinaan perdamaian yang dapat kami kontribusikan?,Penyembuhan trauma berbasis budaya (ritual perdamaian suku Malind).
Asmat,WBW,KII,Apa jenis kegiatan Pembinaan perdamaian yang dapat kami kontribusikan?,"Pembentukan Komite Damai (tokoh adat, pemuda, perempuan) untuk verifikasi informasi anti-hoaks."
